,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
1106,1107,mahowald,The tourish stayed a twenty soothing weeks in Papua New Guinea.,a twenty soothing weeks,DT JJ CD NNS,a,soothing,twenty,weeks
1107,1108,mahowald,The tourish stayed a twenty soothing months in Papua New Guinea.,a twenty soothing months,DT JJ CD NNS,a,soothing,twenty,months
1108,1109,mahowald,The tourish stayed a twenty soothing years in Papua New Guinea.,a twenty soothing years,DT JJ CD NNS,a,soothing,twenty,years
1109,1110,mahowald,The tourish stayed a twenty soothing hours in Papua New Guinea.,a twenty soothing hours,DT JJ CD NNS,a,soothing,twenty,hours
1110,1111,mahowald,The tourish stayed a three charming days in Papua New Guinea.,a three charming days,DT JJ CD NNS,a,charming,three,days
1111,1112,mahowald,The tourish stayed a three charming weeks in Papua New Guinea.,a three charming weeks,DT JJ CD NNS,a,charming,three,weeks
1112,1113,mahowald,The tourish stayed a three charming months in Papua New Guinea.,a three charming months,DT JJ CD NNS,a,charming,three,months
1113,1114,mahowald,The tourish stayed a three charming years in Papua New Guinea.,a three charming years,DT JJ CD NNS,a,charming,three,years
1114,1115,mahowald,The tourish stayed a three charming hours in Papua New Guinea.,a three charming hours,DT JJ CD NNS,a,charming,three,hours
1115,1116,mahowald,The tourish stayed a five charming days in Papua New Guinea.,a five charming days,DT JJ CD NNS,a,charming,five,days
1116,1117,mahowald,The tourish stayed a five charming weeks in Papua New Guinea.,a five charming weeks,DT JJ CD NNS,a,charming,five,weeks
1117,1118,mahowald,The tourish stayed a five charming months in Papua New Guinea.,a five charming months,DT JJ CD NNS,a,charming,five,months
1118,1119,mahowald,The tourish stayed a five charming years in Papua New Guinea.,a five charming years,DT JJ CD NNS,a,charming,five,years
1119,1120,mahowald,The tourish stayed a five charming hours in Papua New Guinea.,a five charming hours,DT JJ CD NNS,a,charming,five,hours
1120,1121,mahowald,The tourish stayed a twenty charming days in Papua New Guinea.,a twenty charming days,DT JJ CD NNS,a,charming,twenty,days
1121,1122,mahowald,The tourish stayed a twenty charming weeks in Papua New Guinea.,a twenty charming weeks,DT JJ CD NNS,a,charming,twenty,weeks
1122,1123,mahowald,The tourish stayed a twenty charming months in Papua New Guinea.,a twenty charming months,DT JJ CD NNS,a,charming,twenty,months
1123,1124,mahowald,The tourish stayed a twenty charming years in Papua New Guinea.,a twenty charming years,DT JJ CD NNS,a,charming,twenty,years
1124,1125,mahowald,The tourish stayed a twenty charming hours in Papua New Guinea.,a twenty charming hours,DT JJ CD NNS,a,charming,twenty,hours
1125,1126,mahowald,The tourish stayed a three disgusting days in Papua New Guinea.,a three disgusting days,DT JJ CD NNS,a,disgusting,three,days
1126,1127,mahowald,The tourish stayed a three disgusting weeks in Papua New Guinea.,a three disgusting weeks,DT JJ CD NNS,a,disgusting,three,weeks
1127,1128,mahowald,The tourish stayed a three disgusting months in Papua New Guinea.,a three disgusting months,DT JJ CD NNS,a,disgusting,three,months
1128,1129,mahowald,The tourish stayed a three disgusting years in Papua New Guinea.,a three disgusting years,DT JJ CD NNS,a,disgusting,three,years
1129,1130,mahowald,The tourish stayed a three disgusting hours in Papua New Guinea.,a three disgusting hours,DT JJ CD NNS,a,disgusting,three,hours
1130,1131,mahowald,The tourish stayed a five disgusting days in Papua New Guinea.,a five disgusting days,DT JJ CD NNS,a,disgusting,five,days
1131,1132,mahowald,The tourish stayed a five disgusting weeks in Papua New Guinea.,a five disgusting weeks,DT JJ CD NNS,a,disgusting,five,weeks
1132,1133,mahowald,The tourish stayed a five disgusting months in Papua New Guinea.,a five disgusting months,DT JJ CD NNS,a,disgusting,five,months
1133,1134,mahowald,The tourish stayed a five disgusting years in Papua New Guinea.,a five disgusting years,DT JJ CD NNS,a,disgusting,five,years
1134,1135,mahowald,The tourish stayed a five disgusting hours in Papua New Guinea.,a five disgusting hours,DT JJ CD NNS,a,disgusting,five,hours
1135,1136,mahowald,The tourish stayed a twenty disgusting days in Papua New Guinea.,a twenty disgusting days,DT JJ CD NNS,a,disgusting,twenty,days
1136,1137,mahowald,The tourish stayed a twenty disgusting weeks in Papua New Guinea.,a twenty disgusting weeks,DT JJ CD NNS,a,disgusting,twenty,weeks
1137,1138,mahowald,The tourish stayed a twenty disgusting months in Papua New Guinea.,a twenty disgusting months,DT JJ CD NNS,a,disgusting,twenty,months
1138,1139,mahowald,The tourish stayed a twenty disgusting years in Papua New Guinea.,a twenty disgusting years,DT JJ CD NNS,a,disgusting,twenty,years
1139,1140,mahowald,The tourish stayed a twenty disgusting hours in Papua New Guinea.,a twenty disgusting hours,DT JJ CD NNS,a,disgusting,twenty,hours
1140,1141,mahowald,The tourish stayed a three uninviting days in Papua New Guinea.,a three uninviting days,DT JJ CD NNS,an,uninviting,three,days
1141,1142,mahowald,The tourish stayed a three uninviting weeks in Papua New Guinea.,a three uninviting weeks,DT JJ CD NNS,an,uninviting,three,weeks
1142,1143,mahowald,The tourish stayed a three uninviting months in Papua New Guinea.,a three uninviting months,DT JJ CD NNS,an,uninviting,three,months
1143,1144,mahowald,The tourish stayed a three uninviting years in Papua New Guinea.,a three uninviting years,DT JJ CD NNS,an,uninviting,three,years
1144,1145,mahowald,The tourish stayed a three uninviting hours in Papua New Guinea.,a three uninviting hours,DT JJ CD NNS,an,uninviting,three,hours
1145,1146,mahowald,The tourish stayed a five uninviting days in Papua New Guinea.,a five uninviting days,DT JJ CD NNS,an,uninviting,five,days
1146,1147,mahowald,The tourish stayed a five uninviting weeks in Papua New Guinea.,a five uninviting weeks,DT JJ CD NNS,an,uninviting,five,weeks
1147,1148,mahowald,The tourish stayed a five uninviting months in Papua New Guinea.,a five uninviting months,DT JJ CD NNS,an,uninviting,five,months
1148,1149,mahowald,The tourish stayed a five uninviting years in Papua New Guinea.,a five uninviting years,DT JJ CD NNS,an,uninviting,five,years
1149,1150,mahowald,The tourish stayed a five uninviting hours in Papua New Guinea.,a five uninviting hours,DT JJ CD NNS,an,uninviting,five,hours
1150,1151,mahowald,The tourish stayed a twenty uninviting days in Papua New Guinea.,a twenty uninviting days,DT JJ CD NNS,an,uninviting,twenty,days
1151,1152,mahowald,The tourish stayed a twenty uninviting weeks in Papua New Guinea.,a twenty uninviting weeks,DT JJ CD NNS,an,uninviting,twenty,weeks
1152,1153,mahowald,The tourish stayed a twenty uninviting months in Papua New Guinea.,a twenty uninviting months,DT JJ CD NNS,an,uninviting,twenty,months
1153,1154,mahowald,The tourish stayed a twenty uninviting years in Papua New Guinea.,a twenty uninviting years,DT JJ CD NNS,an,uninviting,twenty,years
1154,1155,mahowald,The tourish stayed a twenty uninviting hours in Papua New Guinea.,a twenty uninviting hours,DT JJ CD NNS,an,uninviting,twenty,hours
1155,1156,mahowald,The tourish stayed a three haunting days in Papua New Guinea.,a three haunting days,DT JJ CD NNS,a,haunting,three,days
1156,1157,mahowald,The tourish stayed a three haunting weeks in Papua New Guinea.,a three haunting weeks,DT JJ CD NNS,a,haunting,three,weeks
1157,1158,mahowald,The tourish stayed a three haunting months in Papua New Guinea.,a three haunting months,DT JJ CD NNS,a,haunting,three,months
1158,1159,mahowald,The tourish stayed a three haunting years in Papua New Guinea.,a three haunting years,DT JJ CD NNS,a,haunting,three,years
1159,1160,mahowald,The tourish stayed a three haunting hours in Papua New Guinea.,a three haunting hours,DT JJ CD NNS,a,haunting,three,hours
1160,1161,mahowald,The tourish stayed a five haunting days in Papua New Guinea.,a five haunting days,DT JJ CD NNS,a,haunting,five,days
1161,1162,mahowald,The tourish stayed a five haunting weeks in Papua New Guinea.,a five haunting weeks,DT JJ CD NNS,a,haunting,five,weeks
1162,1163,mahowald,The tourish stayed a five haunting months in Papua New Guinea.,a five haunting months,DT JJ CD NNS,a,haunting,five,months
1163,1164,mahowald,The tourish stayed a five haunting years in Papua New Guinea.,a five haunting years,DT JJ CD NNS,a,haunting,five,years
1164,1165,mahowald,The tourish stayed a five haunting hours in Papua New Guinea.,a five haunting hours,DT JJ CD NNS,a,haunting,five,hours
1165,1166,mahowald,The tourish stayed a twenty haunting days in Papua New Guinea.,a twenty haunting days,DT JJ CD NNS,a,haunting,twenty,days
1166,1167,mahowald,The tourish stayed a twenty haunting weeks in Papua New Guinea.,a twenty haunting weeks,DT JJ CD NNS,a,haunting,twenty,weeks
1167,1168,mahowald,The tourish stayed a twenty haunting months in Papua New Guinea.,a twenty haunting months,DT JJ CD NNS,a,haunting,twenty,months
1168,1169,mahowald,The tourish stayed a twenty haunting years in Papua New Guinea.,a twenty haunting years,DT JJ CD NNS,a,haunting,twenty,years
1169,1170,mahowald,The tourish stayed a twenty haunting hours in Papua New Guinea.,a twenty haunting hours,DT JJ CD NNS,a,haunting,twenty,hours
1170,1171,mahowald,The tourish stayed a three hideous days in Papua New Guinea.,a three hideous days,DT JJ CD NNS,a,hideous,three,days
1171,1172,mahowald,The tourish stayed a three hideous weeks in Papua New Guinea.,a three hideous weeks,DT JJ CD NNS,a,hideous,three,weeks
1172,1173,mahowald,The tourish stayed a three hideous months in Papua New Guinea.,a three hideous months,DT JJ CD NNS,a,hideous,three,months
1173,1174,mahowald,The tourish stayed a three hideous years in Papua New Guinea.,a three hideous years,DT JJ CD NNS,a,hideous,three,years
1174,1175,mahowald,The tourish stayed a three hideous hours in Papua New Guinea.,a three hideous hours,DT JJ CD NNS,a,hideous,three,hours
1175,1176,mahowald,The tourish stayed a five hideous days in Papua New Guinea.,a five hideous days,DT JJ CD NNS,a,hideous,five,days
1176,1177,mahowald,The tourish stayed a five hideous weeks in Papua New Guinea.,a five hideous weeks,DT JJ CD NNS,a,hideous,five,weeks
1177,1178,mahowald,The tourish stayed a five hideous months in Papua New Guinea.,a five hideous months,DT JJ CD NNS,a,hideous,five,months
1178,1179,mahowald,The tourish stayed a five hideous years in Papua New Guinea.,a five hideous years,DT JJ CD NNS,a,hideous,five,years
1179,1180,mahowald,The tourish stayed a five hideous hours in Papua New Guinea.,a five hideous hours,DT JJ CD NNS,a,hideous,five,hours
1180,1181,mahowald,The tourish stayed a twenty hideous days in Papua New Guinea.,a twenty hideous days,DT JJ CD NNS,a,hideous,twenty,days
1181,1182,mahowald,The tourish stayed a twenty hideous weeks in Papua New Guinea.,a twenty hideous weeks,DT JJ CD NNS,a,hideous,twenty,weeks
1182,1183,mahowald,The tourish stayed a twenty hideous months in Papua New Guinea.,a twenty hideous months,DT JJ CD NNS,a,hideous,twenty,months
1183,1184,mahowald,The tourish stayed a twenty hideous years in Papua New Guinea.,a twenty hideous years,DT JJ CD NNS,a,hideous,twenty,years
1184,1185,mahowald,The tourish stayed a twenty hideous hours in Papua New Guinea.,a twenty hideous hours,DT JJ CD NNS,a,hideous,twenty,hours
1185,1186,mahowald,The tourish stayed a three ugly days in Papua New Guinea.,a three ugly days,DT JJ CD NNS,an,ugly,three,days
1186,1187,mahowald,The tourish stayed a three ugly weeks in Papua New Guinea.,a three ugly weeks,DT JJ CD NNS,an,ugly,three,weeks
1187,1188,mahowald,The tourish stayed a three ugly months in Papua New Guinea.,a three ugly months,DT JJ CD NNS,an,ugly,three,months
1188,1189,mahowald,The tourish stayed a three ugly years in Papua New Guinea.,a three ugly years,DT JJ CD NNS,an,ugly,three,years
1189,1190,mahowald,The tourish stayed a three ugly hours in Papua New Guinea.,a three ugly hours,DT JJ CD NNS,an,ugly,three,hours
1190,1191,mahowald,The tourish stayed a five ugly days in Papua New Guinea.,a five ugly days,DT JJ CD NNS,an,ugly,five,days
1191,1192,mahowald,The tourish stayed a five ugly weeks in Papua New Guinea.,a five ugly weeks,DT JJ CD NNS,an,ugly,five,weeks
1192,1193,mahowald,The tourish stayed a five ugly months in Papua New Guinea.,a five ugly months,DT JJ CD NNS,an,ugly,five,months
1193,1194,mahowald,The tourish stayed a five ugly years in Papua New Guinea.,a five ugly years,DT JJ CD NNS,an,ugly,five,years
1194,1195,mahowald,The tourish stayed a five ugly hours in Papua New Guinea.,a five ugly hours,DT JJ CD NNS,an,ugly,five,hours
1195,1196,mahowald,The tourish stayed a twenty ugly days in Papua New Guinea.,a twenty ugly days,DT JJ CD NNS,an,ugly,twenty,days
1196,1197,mahowald,The tourish stayed a twenty ugly weeks in Papua New Guinea.,a twenty ugly weeks,DT JJ CD NNS,an,ugly,twenty,weeks
1197,1198,mahowald,The tourish stayed a twenty ugly months in Papua New Guinea.,a twenty ugly months,DT JJ CD NNS,an,ugly,twenty,months
1198,1199,mahowald,The tourish stayed a twenty ugly years in Papua New Guinea.,a twenty ugly years,DT JJ CD NNS,an,ugly,twenty,years
1199,1200,mahowald,The tourish stayed a twenty ugly hours in Papua New Guinea.,a twenty ugly hours,DT JJ CD NNS,an,ugly,twenty,hours
1200,1201,mahowald,The tourish stayed a three mere days in Papua New Guinea.,a three mere days,DT JJ CD NNS,a,mere,three,days
1201,1202,mahowald,The tourish stayed a three mere weeks in Papua New Guinea.,a three mere weeks,DT JJ CD NNS,a,mere,three,weeks
1202,1203,mahowald,The tourish stayed a three mere months in Papua New Guinea.,a three mere months,DT JJ CD NNS,a,mere,three,months
1203,1204,mahowald,The tourish stayed a three mere years in Papua New Guinea.,a three mere years,DT JJ CD NNS,a,mere,three,years
1204,1205,mahowald,The tourish stayed a three mere hours in Papua New Guinea.,a three mere hours,DT JJ CD NNS,a,mere,three,hours
1205,1206,mahowald,The tourish stayed a five mere days in Papua New Guinea.,a five mere days,DT JJ CD NNS,a,mere,five,days
1206,1207,mahowald,The tourish stayed a five mere weeks in Papua New Guinea.,a five mere weeks,DT JJ CD NNS,a,mere,five,weeks
1207,1208,mahowald,The tourish stayed a five mere months in Papua New Guinea.,a five mere months,DT JJ CD NNS,a,mere,five,months
1208,1209,mahowald,The tourish stayed a five mere years in Papua New Guinea.,a five mere years,DT JJ CD NNS,a,mere,five,years
1209,1210,mahowald,The tourish stayed a five mere hours in Papua New Guinea.,a five mere hours,DT JJ CD NNS,a,mere,five,hours
1210,1211,mahowald,The tourish stayed a twenty mere days in Papua New Guinea.,a twenty mere days,DT JJ CD NNS,a,mere,twenty,days
1211,1212,mahowald,The tourish stayed a twenty mere weeks in Papua New Guinea.,a twenty mere weeks,DT JJ CD NNS,a,mere,twenty,weeks
1212,1213,mahowald,The tourish stayed a twenty mere months in Papua New Guinea.,a twenty mere months,DT JJ CD NNS,a,mere,twenty,months
1213,1214,mahowald,The tourish stayed a twenty mere years in Papua New Guinea.,a twenty mere years,DT JJ CD NNS,a,mere,twenty,years
1214,1215,mahowald,The tourish stayed a twenty mere hours in Papua New Guinea.,a twenty mere hours,DT JJ CD NNS,a,mere,twenty,hours
