idx,sentence,pos,DT,ADJ,NUMERAL,NOUN
2052904,a fantastic ten years,ARTICLE JJ CD NNS,a,fantastic,ten,years
2064184,a double - double 15 points,ARTICLE JJ HYPH NN CD NNS,a,double - double,15,points
2064983,a single parent and two grandparents,ARTICLE JJ NN CC CD NNS,a,single parent and,two,grandparents
2065192,an automatic and two seven - round clips,ARTICLE JJ CC CD CD HYPH NN NNS,an,automatic and,two seven -,round clips
2065655,a record - high 185 underclassed draft prospects,ARTICLE RECORD HYPH JJ CD JJ NN NNS,a,record - high,185,underclassed draft prospects
2072101,a record 63 tournaments,ARTICLE RECORD CD NNS,a,record,63,tournaments
2073928,a record four consecutive times,ARTICLE RECORD CD JJ NNS,a,record,four,consecutive times
2078326,a public road and several rural lanes,ARTICLE JJ NN CC FEW JJ NNS,a,public road and,several,rural lanes
2079926,an estimated 360 casualties,ARTICLE VBN CD NNS,an,estimated,360,casualties
2082082,a new artwork and three extra songs,ARTICLE JJ NN CC CD JJ NNS,a,new artwork and,three,extra songs
2083668,an additional 6000 scudi,ARTICLE JJ CD NNS,an,additional,6000,scudi
2086653,a hard five years,ARTICLE JJ CD NNS,a,hard,five,years
2086934,a good two inches,ARTICLE JJ CD NNS,a,good,two,inches
2087316,a faded plaid two inches,ARTICLE JJ NN CD NNS,a,faded plaid,two,inches
2097036,a record 195 games,ARTICLE RECORD CD NNS,a,record,195,games
2102619,a whopping 254 pounds,ARTICLE JJ CD NNS,a,whopping,254,pounds
2104037,a second ring two feet,ARTICLE JJ NN CD NNS,a,second ring,two,feet
2104608,a further nine retrograde steps,ARTICLE JJ CD JJ NNS,a,further,nine,retrograde steps
2106675,an estimated 1.4 times,ARTICLE VBN CD NNS,an,estimated,1.4,times
2109726,a further 59 appearances,ARTICLE JJ CD NNS,a,further,59,appearances
2112412,a further two spells,ARTICLE JJ CD NNS,a,further,two,spells
2113246,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes
2114327,a career - high 5 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,5,receptions
2114329,a career - high 55 receiving yards,ARTICLE NN HYPH JJ CD NN NNS,a,career - high,55,receiving yards
2114332,a career - high 26 receptions,ARTICLE NN HYPH JJ CD NNS,a,career - high,26,receptions
2115824,an estimated 10 casualties,ARTICLE VBN CD NNS,an,estimated,10,casualties
2118099,a terrible hurt ten years,ARTICLE JJ NN CD NNS,a,terrible hurt,ten,years
2120410,a mere twenty years,ARTICLE JJ CD NNS,a,mere,twenty,years
2124311,a good many things,ARTICLE JJ FEW NNS,a,good,many,things
2128587,a second round two weeks,ARTICLE JJ NN CD NNS,a,second round,two,weeks
2131869,a central cupola and two rear dormers,ARTICLE JJ NN CC CD JJ NNS,a,central cupola and,two,rear dormers
2134338,a further six times,ARTICLE JJ CD NNS,a,further,six,times
2134340,a further two defeats,ARTICLE JJ CD NNS,a,further,two,defeats
2138893,a fierce engagement two days,ARTICLE JJ NN CD NNS,a,fierce engagement,two,days
2147526,a team - high 11 goals,ARTICLE NN HYPH JJ CD NNS,a,team - high,11,goals
2148023,a good many people,ARTICLE JJ FEW NNS,a,good,many,people
2148355,a career - high three touchdowns,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,touchdowns
2154138,a new world post nine eleven days,ARTICLE JJ NN NN CD CD NNS,a,new world post,nine eleven,days
2156035,an amazing 82 years,ARTICLE JJ CD NNS,an,amazing,82,years
2158024,a popular 22 episodes,ARTICLE JJ CD NNS,a,popular,22,episodes
2161061,a mere eight months,ARTICLE JJ CD NNS,a,mere,eight,months
2163799,a very very long twenty odd minutes,ARTICLE RB RB JJ CD JJ NNS,a,very very long,twenty,odd minutes
2164187,a mere 65 - koku,ARTICLE JJ CD HYPH NNS,a,mere,65 -,koku
2168097,An estimated 140 people,ARTICLE VBN CD NNS,An,estimated,140,people
2177329,"An additional 2,776 people",ARTICLE JJ CD NNS,An,additional,"2,776",people
2178479,a select few establishments,ARTICLE JJ FEW NNS,a,select,few,establishments
2180261,an estimated 10 000 to 15 000 men,ARTICLE VBN CD CD TO CD CD NNS,an,estimated,10 000 to 15 000,men
2180427,an additional six smaller searchlights,ARTICLE JJ CD JJR NNS,an,additional,six,smaller searchlights
2181852,an additional 0.7 miles,ARTICLE JJ CD NNS,an,additional,0.7,miles
2183668,an additional eight weeks,ARTICLE JJ CD NNS,an,additional,eight,weeks
2183896,a combined 11 games,ARTICLE VBN CD NNS,a,combined,11,games
2184575,a career - high 51 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,51,tackles
2184699,a season - high four stops,ARTICLE NN HYPH JJ CD NNS,a,season - high,four,stops
2185725,a good twenty - five miles,ARTICLE JJ CD CD CD NNS,a,good,twenty - five,miles
2186327,a second time six weeks,ARTICLE JJ NN CD NNS,a,second time,six,weeks
2194512,a local celebrity eight years,ARTICLE JJ NN CD NNS,a,local celebrity,eight,years
2195533,a career - high 17 games,ARTICLE NN HYPH JJ CD NNS,a,career - high,17,games
2195921,an unfortunate love affair two years,ARTICLE JJ NN NN CD NNS,an,unfortunate love affair,two,years
2199339,a possible 78 games,ARTICLE JJ CD NNS,a,possible,78,games
2206649,a red dwarf star 470 light years,ARTICLE JJ NN NN CD NN NNS,a,red dwarf star,470,light years
2209814,a possible 164 points,ARTICLE JJ CD NNS,a,possible,164,points
2212617,a mere 89 seats,ARTICLE JJ CD NNS,a,mere,89,seats
2212824,a located circa 15 kilometers,ARTICLE VBN RB CD NNS,a,located circa,15,kilometers
2213033,"a mere 3,761 votes",ARTICLE JJ CD NNS,a,mere,"3,761",votes
2215226,a rotated 90 degrees,ARTICLE VBN CD NNS,a,rotated,90,degrees
2216557,a wild 5–4 MetroStars,ARTICLE JJ CD NNPS,a,wild,5–4,MetroStars
2218103,"a paltry 16,000 men",ARTICLE JJ CD NNS,a,paltry,"16,000",men
2221679,a national selector several times,ARTICLE JJ NN FEW NNS,a,national selector,several,times
2222435,a little girl four thousand years,ARTICLE JJ NN CD CD NNS,a,little girl,four thousand,years
2223754,a further 7 km,ARTICLE JJ CD NNS,a,further,7,km
2238888,"a further 300,000 shares",ARTICLE JJR CD NNS,a,further,"300,000",shares
2241175,a relatively privileged few people,ARTICLE RB JJ FEW NNS,a,relatively privileged,few,people
2242632,a celebrated rhododendron walk and six national plant collections,ARTICLE JJ NN NN CC CD JJ NN NNS,a,celebrated rhododendron walk and,six,national plant collections
2243023,a local shopping trip five days,ARTICLE JJ NN NN CD NNS,a,local shopping trip,five,days
2246691,a good many ways,ARTICLE JJ FEW NNS,a,good,many,ways
2249565,an additional twenty venues,ARTICLE JJ CD NNS,an,additional,twenty,venues
2254579,a further 5 minutes,ARTICLE JJR CD NNS,a,further,5,minutes
2262733,a good many more mice,ARTICLE JJ FEW FEW NNS,a,good,many more,mice
2266188,"a bad one , folks","ARTICLE JJ CD , NNS",a,bad,"one ,",folks
2267678,a further 16 languages,ARTICLE JJ CD NNS,a,further,16,languages
2270187,a main passenger concourse and 19 bus stands,ARTICLE JJ NN NN CC CD NN NNS,a,main passenger concourse and,19,bus stands
2271920,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
2274374,a regular life and few needs,ARTICLE JJ NN CC FEW NNS,a,regular life and,few,needs
2278372,A great many toys,ARTICLE JJ FEW NNS,A,great,many,toys
2283575,an extra ten dollars,ARTICLE JJ CD NNS,an,extra,ten,dollars
2291804,"a further 50,000 inmates",ARTICLE JJ CD NNS,a,further,"50,000",inmates
2291935,"a stern , reserved man many years","ARTICLE JJ , JJ NN FEW NNS",a,"stern , reserved man",many,years
2293024,A mere three pounds,ARTICLE JJ CD NNS,A,mere,three,pounds
2293560,"a further 1,048 homes",ARTICLE JJR CD NNS,a,further,"1,048",homes
2302859,a technical officer and three other personnel,ARTICLE JJ NN CC CD JJ NNS,a,technical officer and,three,other personnel
2307348,A further seven boats,ARTICLE JJ CD NNS,A,further,seven,boats
2309503,an estimated 70 billion tons,ARTICLE VBN CD CD NNS,an,estimated,70 billion,tons
2320505,a bad ten minutes,ARTICLE JJ CD NNS,a,bad,ten,minutes
2324733,"an estimated 11,756 people",ARTICLE VBN CD NNS,an,estimated,"11,756",people
2327567,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
2331061,An additional 23 injured people,ARTICLE JJ CD VBN NNS,An,additional,23,injured people
2333714,a wild pursuit and several fruitless dashes,ARTICLE JJ NN CC FEW JJ NNS,a,wild pursuit and,several,fruitless dashes
2339818,"an additional 18,000 copies",ARTICLE JJ CD NNS,an,additional,"18,000",copies
2341172,a special three - weeks,ARTICLE JJ CD HYPH NNS,a,special,three -,weeks
2351694,an estimated 78.3 million Americans,ARTICLE VBN CD CD NNPS,an,estimated,78.3 million,Americans
2356142,a low 3.3 revolutions,ARTICLE JJ CD NNS,a,low,3.3,revolutions
2356448,"a separate , much more stringent set of regulations","ARTICLE JJ , RB FEW JJ NN IN NNS",a,"separate , much",more,stringent set of regulations
2356895,a further 30–35 days,ARTICLE JJ CD NNS,a,further,30–35,days
2361388,a further 55 apartment blocks,ARTICLE JJ CD NN NNS,a,further,55,apartment blocks
2366504,an unprecedented three consecutive covers,ARTICLE JJ CD JJ NNS,an,unprecedented,three,consecutive covers
2366753,a good many men,ARTICLE JJ FEW NNS,a,good,many,men
2372881,an extrasolar planet 22.18 light years,ARTICLE JJ NN CD NN NNS,an,extrasolar planet,22.18,light years
2372952,"an estimated 2,700 black bears",ARTICLE VBN CD JJ NNS,an,estimated,"2,700",black bears
2377548,"an estimated 10,000 Taiwanese",ARTICLE VBN CD NNPS,an,estimated,"10,000",Taiwanese
2377902,an additional 72 smaller police posts,ARTICLE JJ CD JJR NN NNS,an,additional,72,smaller police posts
2384118,a staggering fifty billion pounds,ARTICLE JJ CD CD NNS,a,staggering,fifty billion,pounds
2384169,a career - high three points,ARTICLE NN HYPH JJ CD NNS,a,career - high,three,points
2389278,"an estimated 500,530 residents",ARTICLE VBN CD NNS,an,estimated,"500,530",residents
2390094,"an estimated 250,000 people",ARTICLE VBN CD NNS,an,estimated,"250,000",people
2390877,an honest 160 miles,ARTICLE JJ CD NNS,an,honest,160,miles
2391857,a straight five dollars,ARTICLE JJ CD NNS,a,straight,five,dollars
2395075,An estimated 25 million animals,ARTICLE VBN CD CD NNS,An,estimated,25 million,animals
2395104,an initial 10 years,ARTICLE JJ CD NNS,an,initial,10,years
2396100,a brief two days,ARTICLE JJ CD NNS,a,brief,two,days
2398891,a Palestinian village 13 kilometres,ARTICLE JJ NN CD NNS,a,Palestinian village,13,kilometres
2399598,an estimated 300 Druze,ARTICLE VBN CD NNPS,an,estimated,300,Druze
2399747,an estimated 55 persons,ARTICLE VBN CD NNS,an,estimated,55,persons
2403866,a great many nice things,ARTICLE JJ FEW JJ NNS,a,great,many,nice things
2405776,an estimated 182 persons,ARTICLE VBN CD NNS,an,estimated,182,persons
2406429,an estimated 80–200 civilian men,ARTICLE VBN CD JJ NNS,an,estimated,80–200,civilian men
2406722,an estimated 193 persons,ARTICLE VBN CD NNS,an,estimated,193,persons
2407523,a thick square minaret 10–15 meters,ARTICLE JJ JJ NN CD NNS,a,thick square minaret,10–15,meters
2413806,a combined 16 national championships,ARTICLE VBN CD JJ NNS,a,combined,16,national championships
2422643,an old maid forty times,ARTICLE JJ NN CD NNS,an,old maid,forty,times
2424361,a bloody camcorder twelve hundred quid,ARTICLE JJ NN CD CD NNS,a,bloody camcorder,twelve hundred,quid
2425830,a full four minutes,ARTICLE JJ CD NNS,a,full,four,minutes
2428775,an extremely short three bars,ARTICLE RB JJ CD NNS,an,extremely short,three,bars
2430303,a German assault battalion and ten heavy artillery battalions,ARTICLE JJ NN NN CC CD JJ NN NNS,a,German assault battalion and,ten,heavy artillery battalions
2430329,a career - high 92 games,ARTICLE NN HYPH JJ CD NNS,a,career - high,92,games
2433620,a record 21 months,ARTICLE RECORD CD NNS,a,record,21,months
2436308,a long eight years,ARTICLE JJ CD NNS,a,long,eight,years
2439551,a good two hours,ARTICLE JJ CD NNS,a,good,two,hours
2440103,a great many hides,ARTICLE JJ FEW NNS,a,great,many,hides
2445174,a dependent variable and one or more explanatory variables,ARTICLE JJ NN CC CD CC FEW JJ NNS,a,dependent variable and,one or more,explanatory variables
2449003,an extremely precise three - dimensional map of stars,ARTICLE RB JJ CD HYPH JJ NN IN NNS,an,extremely precise,three -,dimensional map of stars
2451476,a great many tender feelings,ARTICLE JJ FEW JJ NNS,a,great,many,tender feelings
2455980,a great many Giants,ARTICLE JJ FEW NNPS,a,great,many,Giants
2457414,a great many thousand Pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,Pygmies
2457911,a great many centuries,ARTICLE JJ FEW NNS,a,great,many,centuries
2458356,a further three countries,ARTICLE JJ CD NNS,a,further,three,countries
2462626,"an estimated 134,804 people",ARTICLE VBN CD NNS,an,estimated,"134,804",people
2463027,a vast many rows,ARTICLE JJ FEW NNS,a,vast,many,rows
2463454,a great many trumpeters,ARTICLE JJ FEW NNS,a,great,many,trumpeters
2464408,a great many hurricanes,ARTICLE JJ FEW NNS,a,great,many,hurricanes
2465434,a further three years,ARTICLE JJ CD NNS,a,further,three,years
2468540,a great many yards,ARTICLE JJ FEW NNS,a,great,many,yards
2470027,a great many flowers,ARTICLE JJ FEW NNS,a,great,many,flowers
2472026,a vast many tender fears,ARTICLE JJ FEW JJ NNS,a,vast,many,tender fears
2473160,a great many other accomplishments,ARTICLE JJ FEW JJ NNS,a,great,many,other accomplishments
2473592,a great many little children,ARTICLE JJ FEW JJ NNS,a,great,many,little children
2474231,"a long , like seven or eight years","ARTICLE JJ , UH CD CC CD NNS",a,"long , like",seven or eight,years
2475207,a great many misfortunes,ARTICLE JJ FEW NNS,a,great,many,misfortunes
2475675,a great many tears,ARTICLE JJ FEW NNS,a,great,many,tears
2479487,a faux marriage proposal and many other crimes,ARTICLE JJ NN NN CC FEW JJ NNS,a,faux marriage proposal and,many,other crimes
2481012,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
2481243,an unseen five students,ARTICLE JJ CD NNS,an,unseen,five,students
2484206,a great many brave deeds,ARTICLE JJ FEW JJ NNS,a,great,many,brave deeds
2484396,a good many young men,ARTICLE JJ FEW JJ NNS,a,good,many,young men
2485352,a great many strange things,ARTICLE JJ FEW JJ NNS,a,great,many,strange things
2490261,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends
2494532,a quiet and delightful hundred years,ARTICLE JJ CC JJ CD NNS,a,quiet and delightful,hundred,years
2496407,a great many times,ARTICLE JJ FEW NNS,a,great,many,times
2496412,a season - high 19 points,ARTICLE NN HYPH JJ CD NNS,a,season - high,19,points
2496993,a further 24 league appearances,ARTICLE JJ CD NN NNS,a,further,24,league appearances
2498008,a great many huge flies,ARTICLE JJ FEW JJ NNS,a,great,many,huge flies
2498100,a great many species,ARTICLE JJ FEW NNS,a,great,many,species
2498115,a successful three years,ARTICLE JJ CD NNS,a,successful,three,years
2499821,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours
2504437,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
2505814,a further two premierships,ARTICLE JJ CD NNS,a,further,two,premierships
2506596,a great many strange adventures,ARTICLE JJ FEW JJ NNS,a,great,many,strange adventures
2511271,A great many more factors,ARTICLE JJ FEW FEW NNS,A,great,many more,factors
2514844,a combined 19 runs,ARTICLE VBN CD NNS,a,combined,19,runs
2521206,"a further 1,000 men",ARTICLE JJR CD NNS,a,further,"1,000",men
2526452,a career - high 240 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,240,strikeouts
2526688,a possible 27 innings,ARTICLE JJ CD NNS,a,possible,27,innings
2526703,a new career - high 17 batters,ARTICLE JJ NN HYPH JJ CD NNS,a,new career - high,17,batters
2530668,a great many kinds,ARTICLE JJ FEW NNS,a,great,many,kinds
2533880,an additional 18 months,ARTICLE JJ CD NNS,an,additional,18,months
2534266,"An estimated 10,000 people",ARTICLE VBN CD NNS,An,estimated,"10,000",people
2534273,"an estimated 20,000 people",ARTICLE VBN CD NNS,an,estimated,"20,000",people
2534553,a mere four seconds,ARTICLE JJ CD NNS,a,mere,four,seconds
2535449,a record eight times,ARTICLE RECORD CD NNS,a,record,eight,times
2539798,a mere seven episodes,ARTICLE JJ CD NNS,a,mere,seven,episodes
2543268,a favorite drink and many German,ARTICLE JJ NN CC FEW NNPS,a,favorite drink and,many,German
2549130,a record nine times,ARTICLE RECORD CD NNS,a,record,nine,times
2549149,a record 9 times,ARTICLE RECORD CD NNS,a,record,9,times
2554814,a combined 73 goals,ARTICLE VBN CD NNS,a,combined,73,goals
2555577,an additional 27 states,ARTICLE JJ CD NNS,an,additional,27,states
2557812,"an estimated 90,750 hectares",ARTICLE VBN CD NNS,an,estimated,"90,750",hectares
2557958,an additional 26 states,ARTICLE JJ CD NNS,an,additional,26,states
2558977,a half dozen others,ARTICLE JJ FEW NNS,a,half,dozen,others
2563807,an estimated 32 people,ARTICLE VBN CD NNS,an,estimated,32,people
2565623,a whopping 272 penalty minutes,ARTICLE JJ CD NN NNS,a,whopping,272,penalty minutes
2565754,a further twenty thousand pounds,ARTICLE JJ CD CD NNS,a,further,twenty thousand,pounds
2566954,a school - record five winning campaigns,ARTICLE NN HYPH RECORD CD NN NNS,a,school - record,five,winning campaigns
2567209,an additional two destroyers,ARTICLE JJ CD NNS,an,additional,two,destroyers
2572096,an additional twenty thousand pounds,ARTICLE JJ CD CD NNS,an,additional,twenty thousand,pounds
2574948,an independent program and two more years,ARTICLE JJ NN CC CD FEW NNS,an,independent program and,two more,years
