idx,construction,corrupted_construction,corrupted_sentence
4802,"an astounding 4,600 years","4,600 astounding years","By the time I was in high school , the most ancient being was a bristlecone pine , Pinus aristata , which had been core - sampled at 4,600 astounding years old ."
4803,a few hundred years,hundred few years,After hundred few years or so it has died off enough in the centre to have the appearance of a large powered doughnut .
4804,a mere six weeks,six mere weeks,""" I must 've been gone much longer than six mere weeks , "" he said now , looking down at the boy , "" for it seems you 've grown a full half - pace in my absence . """
4805,a full fifteen minutes,fifteen full minutes,"Leaving Knoxx alone simply because it had to be rankling his nerves , Flynn sank down onto his bed and basically did nothing for fifteen full minutes ."
4806,a few hundred yards,hundred few yards,"Welton felt , as he got out of the cab hundred few yards from the turning which led to his lodging , as if the claws of a beast of prey were holding him ."
4807,a long three days,three long days,"It has been three long days . """
4808,a good fifteen feet,fifteen good feet,"She climbed fifteen good feet with a three inch gash deep enough to require stitches , it must have been excruciating . """
4809,a full five minutes,five full minutes,"I then proceed to tell her how I found Dare in the forest , which I have to pause for almost five full minutes to wait for her laughing to die down before continuing on to how he took me to the camp and Fin drugged me ."
4810,a good five to ten minutes,five to ten good minutes,"It had been five to ten good minutes between the magic and when you bit me . """
4811,a good two minutes,two good minutes,I let her sit in silence for two good minutes before finally speaking .
4812,a few hundred years,hundred few years,He was built but had a little too much flab surrounding the muscles like he had n't been to the gym in hundred few years .
4813,a few hundred years,hundred few years,"He opens the door for me and I slide in next to a young looking man who I knew must be hundred few years old . """
4814,a full ten feet,ten full feet,"Nev , standing in the corner of the flying bridge , also went over the windshield , but he dropped ten full feet to a lower deck that wrapped around the side of the boat ."
4815,a good fifty yards,fifty good yards,He was fifty good yards away .
4816,a few hundred years,hundred few years,"Suffice it to say that somewhere back hundred few years ago we Stewarts were Scottish royalty , which is n't saying much since the Scots were at that time a quite poor and oppressed lot ."
4817,a whopping five dollars,five whopping dollars,"And since things were really hopping in Texas at the moment , Ben Sawyer was paying him five whopping dollars a week ."
4818,a few hundred years,hundred few years,It was such an effective layout that just hundred few years ago it was still going strong .
4819,a few hundred meters,hundred few meters,"Hence no matter where you are in the city , a vehicle is only hundred few meters away ... day and night ."
4820,a few hundred meters,hundred few meters,It 's moved around the ring for hundred few meters until it is directly beneath the intended recipient 's property .
4821,a few hundred kilometres,hundred few kilometres,A destination less than hundred few kilometres away would be more quickly reached by Shuttle ( considering the time it takes to seat a passenger and taxi an aircraft ) .
4822,an agonizing six times,six agonizing times,The phone rang six agonizing times before it was finally picked up .
4823,a few hundred feet,hundred few feet,"When he passed a mailbox and saw that he was only hundred few feet from a solitary gray house at the end of the road , Alan locked up the brakes again , threw it into reverse and did a one - eighty ."
4824,a few thousand dollars,thousand few dollars,"Then he could fly back to his beloved Russia , thousand few dollars richer ."
4825,a good twelve feet,twelve good feet,""" They must go down twelve good feet or more ! """
4826,a long six months,six long months,""" This will be six long months , sir . """
4827,a paltry twenty Septims,twenty paltry Septims,It will cost you twenty paltry Septims for a journey to Cheydinhal .
4828,a good two tablespoons,two good tablespoons,"He then took his knife and cut his arm , forcing two good tablespoons of his blood into the broth ."
