sentence_idx,sentence
1749,Let's imagine she's--
1750,SPEAKER 2:
1751,Or she's--
1753,Imagine she's a he.
1755,Let's stick with a her.
1756,SPEAKER 1:
1757,What about we call her Flo?
1759,Florence.
1760,SPEAKER 1:
1761,Flo.
1762,SPEAKER 2:
1763,"The thing is, whatever a health worker looks"
1764,"like, whatever she's called, imagine this, she saves lives every single day."
1765,SPEAKER 3:
1766,She's amazing.
1769,SPEAKER 3:
1770,Imagine that dream takes her to the big city.
1771,SPEAKER 2:
1772,You don't have to imagine that.
1773,This is what happens time and time again.
1774,She might get a job at a private clinic or maybe she moves abroad to chase a dream.
1775,SPEAKER 3:
1776,"Look, there she is in London."
1778,She's working in a hospital.
1779,"Now, imagine what's happened to us."
1780,SPEAKER 1:
1781,The people she left behind.
1786,Our children are dying from pneumonia and diarrhea.
1787,SPEAKER 2:
1788,We don't know how to protect ourselves from HlV and malaria.
1791,(ALL) Where is the health worker?
1792,Where is she?
1793,SPEAKER 1:
1794,It's hard to imagine a billion people.
1797,SPEAKER 1:
1798,OK.
1799,Cheer up.
1801,SPEAKER 2:
1803,What would it take to make her stay?
1804,SPEAKER 3:
1805,Imagine investing in her.
1806,Imagine paying her a living wage.
1807,SPEAKER 2:
1808,Imagine giving her quality training that she can pass on and imagine giving her the proper tools for the job.
1809,SPEAKER 3:
1810,Now she's got support.
1811,SPEAKER 2:
1815,We listen to her and we learn.
1816,SPEAKER 3:
1817,She is important to us and we value her.
1822,SPEAKER 2:
1823,She could inspire and train hundreds of others to become health workers like her.
1824,SPEAKER 3:
1825,I could be one of them.
1828,SPEAKER 3:
1829,Each of us could be saving lives in our own communities.
1831,SPEAKER 3:
1832,And then imagine what happens next.
1834,SPEAKER 2:
1836,"A health worker for everyone, everywhere."
1839,Now help us make it happen.
1840,Today's world is different for our children.
1842,The technologies we take for granted or simply don't understand become an integral part of our childrens identities.
1843,These technologies saturate practically every aspect of their daily lives.
1844,This digital bombardment is shaping who they are and who they will become.
1845,We must realize they live in a different world and speak a different language.
1846,"If we ever want to take part in nurturing those who will be the architects of our future, it's up to us to learn that language and step into that world."
1848,So that we may truly understand the
1849,Digital Generation.
1850,The private diary of my cousin who was born in Santa Fe and lives in Toronto.
1851,It reads like this...
1852,August 12th:
1853,"""Today I moved into my new house in Toronto, it's so peaceful here, what a wonderful countryside!"
1856,October 14th:
1857,"""This is the most beautiful thing that I've ever seen!"
1858,The color of the leaves.
1859,"This morning, I went hiking through the forest and I saw a deer, what a lovely animal!"
1860,Showing off its horns
1861,"like a crown, no doubt it's the king of the forest."
1862,Canada is a paradise!
1863,"And to think I suffered for so many years in that hell that is Santa Fe!"""
1864,December 2nd:
1865,"""It snowed last night, I'm so happy."
1866,"I woke up and everything was covered in white just like a postcard, I went out to shovel the snow"
1868,It's so nice to live here!
1869,"The grader passed by, cleaning the street and I had to shovel again."
1870,"I'm so HAPPY!"""
1872,"""It snowed... again when I finished shoveling, the grader passed by and once again the front of my house was all covered in dirty snow"
1874,"Today I called my cousin in Santa Fe and he was going with the family to the Guadalupe waterpark"""
1876,"""Merry Christmas!"
1877,"Here, that white shit keeps falling!"
1879,"I think that jerk from the grader is watching me as soon as I finish, he passes by and covers my front all over again."
1881,December 31st:
1882,"""The douchebag on the news got it wrong again instead of 30 cm of snow it fell 98!"
1883,"Here there's nothing like celebrating the new year, 'cause no one can get out of their house because of the fucking snow!"
1885,"I called my cousin again and that fag didn't want to answer because he was in the pool and I'm sure that later he's going to roast a piglet and I'm here, I can't even get out!"""
1888,I shit on that fucking animal!
1889,Fixing it is gonna cost me a shit load of money!
1892,March 2nd:
1894,"I just want to sell the house so I can get the fuck out of here!"""
1896,"""They took off my cast, the mechanic called and said that the chasis is rotten and it's gonna cost me twice the money, due to the salt that is used to melt the fucking snow!"
