idx,sentence
3142,"On one such final outing, they hike to the Maloja Pass – to observe a fascinating early morning cloud phenomenon that appears low in the pass (the ""Maloja Snake"" of the play's title, but also the ""Clouds of Sils Maria"" in the film's title)."
3274,"The film expanded to 195 theaters in its second week of release, and the box office increased to an estimated $1,150,090."
3277,"As of 4 June 2015, the film has grossed an estimated $1,743,577 after expanding theaters."
3449,"She carded a tournament best 65 (−7), but finished one stroke back at 284 (−4), tied with Pressel for third place."
264,A triumphant `` semi-annual examination '' was held and Anne 's pupils acquitted themselves splendidly .
2459,"`` I knew I could trust father to pick me out a nice little second mother , '' he said proudly ."
276,"One of the major provisions of the Agriculture Reform, Food, and Jobs Act of 2013 is a $4 billion cut to the Supplemental Nutrition Assistance Program, a controversial provision, with some Democrats arguing that the cuts were too large, while some Republicans arguing that the cuts did not do enough to cut the deficit."
631,The MCA-Jet system has a small third valve separate from the intake and exhaust valves.
636,"Honda's CVCC Stratified charge engine approach also used a small third valve, but sent a richer air/fuel mixture to a small pre-combustion chamber near the spark plug, to help ignite a leaner air/fuel mixture in the main combustion chamber."
933,"And when they get out they should have a, I don't know, you know, some reasonable amount of money to start, like a couple of thousand dollars,"
1082,"We take this 108 layer dough, and fold it a further three times."
1326,"We folded the limit of 108 layers, by an additional three times."
1948,But reflecting that it would be a good two hours at least before his arrival she concluded to go up the road to Robert Bell 's and tell the news .
2162,Some of the money was used to service a $13 million loan taken out to finance a range of IT and mobile phone ventures under the Froggy Group banner.
2725,A small
3028,"His 2019 season with the Astros ended with a disappointing .227/.308/.417 line over 163 at-bats, while setting a career high with 7 homeruns in just 66 games, prior to being traded."
697,"And to blow up the bathtub, we're stretching the budget and moving into the realm of ridiculous by using a massive 2.5 kilograms of sodium."
925,A good many
2154,Above it hung a little six-by-eight mirror .
2230,"By using reflective-type LCD, the power consumption was kept to a minimal 1.6 watts."
2539,"At CES 2011, Vuzix unveiled the Raptyr, a see-through AR glasses prototype which use holographic optics to let the user see a virtual 70-inch screen from a distance of 10-feet."
2547,It features a native 16:9 format that offers full color WVGA (852 x 480) which provide a video viewing experience similar to a 60-inch flat panel television viewed from 10-feet along with a 6 degrees of freedom (DOF) motion tracking sensors and a built-in camera for tracking and recognizing the real world.
2628,"On 9 November 2011, it announced in Japan the Moverio BT-100, a 3D-enabled optical see-through eyewear display which features 0.52-inch displays with 960×540 resolution that give the impression of viewing a 3D virtual 80-inch display from a distance 5 m. It is powered by Android 2.2 and packs Wi-Fi IEEE 802.11b/g/n (direct access to YouTube and a web browser) and microUSB."
2783,"At SXSW 2013 the company unveiled the Telepathy One, an eyewear display that consists of a small micro projector to create a virtual 5-inch screen that appears to float in front of the wearer's eye and a built-in micro camera."
3472,That was Matthew 's way -- take a whim into his head and cling to it with the most amazing silent persistency -- a persistency ten times more potent and effectual in its very silence than if he had talked it out .
3773,Common service theoretically called all men between the ages of 16 and 60 for a maximum of 40 days in one year.
3901,Despite truces between England and Scotland there were periodic outbreaks of commerce raiding in the 1530s with at least four of a known six men-at-war were royal naval vessels on the Scottish side.
4008,"Pikes were theoretically long, but were often shortened by a foot or two to make them more manageable, this had disastrous consensuses at the Battle of Benburb (1646), where the Confederate Irish defeated the Scots because they possessed longer pikes."
4062,At the Restoration the Privy Council established a force of an unknown number of infantry regiments and a few troops of horse.
108,"Spitz also won his first national indoor championship that year, clearing a meeting record 2.00 m (6 ft 7 in) on that occasion."
335,"The demographics of Roxborough-Manayunk shows that the area has a population 106,265, with 47,884 males, 58,382 females and a median age of 34."
1823,"At the founding convention on August 7, 1899, Order members agreed to sponsor a $10,000 ""Nurses' Monument"" ($ in dollars) to military nurses at Arlington National Cemetery."
1825,"By October 1, an additional $158.75 ($ in dollars) in contributions had been raised."
1931,We told your brother Robert to tell you we wanted a boy ten or eleven years old . ''
2584,"As illustrated by the sketches, seepage began at a point several hundred meters above the falls and, owing to the horizontal bedding of the rock, it first took a path at right angles to the river course, then descended from bed to bed to the bottom of the falls."
