idx,construction,corrupted_construction,corrupted_sentence
6441,a few thousand years,a few thousand year,"Maybe in a few thousand year , after he 'd killed every Other and Watcher he could get his hands on and found some way to numb his pain ."
6442,a few hundred meters,a few hundred meter,"It was only a few hundred meter to the river , but we needed to get the gear down there and driving was a lot easier on Sandy 's hips ."
6443,a good two hours,a good two hour,It will take us a good two hour to get to the _ Nera _ .
6444,a good four meters,a good four meter,I made a roll cast so the fly landed a good four meter above where the fish were lying .
6445,a few more hundred meters,a few more hundred meter,""" The Fiume Pescara flows out into the Adriatic just a few more hundred meter down the road ."
6446,a magical two days,a magical two day,It was a magical two day .
6447,a few thousand years,a few thousand year,"As far as anyone knew , it was not called ' bra ' because there were Swedes in Verona a few thousand year ago , since bra means ' good ' in Swedish ."
6448,a few hundred years,a few hundred year,""" Have you heard of ' tenkara ' fishing , a sort of fly fishing without a reel that started in Japan a few hundred year ago ? """
6449,a further thirty berserkers,a further thirty berserker,Most were happy to run off and scaled the heights of the hill unaware that Tomar had divided his squadron and that a further thirty berserker were moving in their direction as they ran .
6450,a few thousand men,a few thousand man,"He 's probably realised all he has to do is sail a few thousand man to Athens and take the city while he keeps us cooped up here . """
6451,a few thousand years lovers,a few thousand lover,In a few thousand lover would toss such a stone into the ocean making a silly honeymoon wish to love each other always .
6452,a few hundred yards,a few hundred yard,"Bert was established in a small group of pine , only a few hundred yard from our own house site and as an ex - contractor , his camp was a model ."
6453,a healthy two feet,a healthy two foot,"She untangled herself , with great effort because her body did n't seem to want to move , and put a healthy two foot between them ."
6454,a full six feet,a full six foot,Nyron doubted if it was a full six foot high inside .
6455,a good eight or ten inches,a good eight or ten inch,"Nyron held his hand up , palm down , indicating that the height of the prisoner was a good eight or ten inch greater than his own . """
6456,a few hundred miles,a few hundred mile,"For one thing , it brought the attacker a few hundred mile closer to the frontier ."
6457,a few thousand riders,a few thousand rider,"They were a lot closer to the Khan 's territory , a factor that probably carried more weight than the sword of Lowren and a few thousand rider who may or may not be there when needed ."
6458,a barren five or six colors,a barren five or six color,"It was the lead - up , late autumn , when the sky was persistently grey , when the days were getting shorter and shorter , and the world existed in a barren five or six color ."
6459,a good twenty feet,a good twenty foot,The captain was yelling and the men were cussing and with a crunch the ship ran aground a good twenty foot before the base of the walls .
6460,a good eight feet,a good eight foot,The walkway was a good eight foot wide .
6461,a bare eighteen inches,a bare eighteen inch,"Even then , they drew a bare eighteen inch or maybe two feet of water ."
6462,a good two miles,a good two mile,"They were still a good two mile off , but under sail and oar ."
6463,a few hundred yards,a few hundred yard,There was a road leading a few hundred yard to the gate of the primary eastern bastion of the fortress .
6464,a full two minutes,a full two minute,"His wingman , Freedom Two , waited in his fortified aircraft shelter for a full two minute before he too taxied to the end of the short runway , plugged in full afterburner on the older Vietnam era Phantom F-4 jet fighter and shot down the runway ."
6465,a few hundred meters,a few hundred meter,"Enemy positions start just a few hundred meter in front of that M-60 tank there . """
6466,a few hundred meters,a few hundred meter,He was a few hundred meter behind the front line and he had seen only one officer with night vision goggles on .
6467,a full five minutes,a full five minute,It took a full five minute before satellite images slowly reported the whereabouts of the main force of MiGs .
6468,a few billion years,a few billion year,"It all began a few billion year ago when one of God 's high - ranking creatures , Satan , developed a supercilious idea that he could run a dominion as an independent god besides God ."
6469,a couple hundred yards,a couple hundred yard,"He walked back to the road past half a dozen county police cars , down it a couple hundred yard , then right onto Lake Drive ."
6470,a few hundred yards,a few hundred yard,Pickett cut his lights as he passed Del Trap 's pick - up and parked in the saw grass a few hundred yard beyond .
